customer_id,age,annual_income,existing_debt,credit_score,requested_amount,loan_term_months,interest_rate,debt_to_income_ratio,loan_to_income_ratio,target_default,employment_status_self-employed,employment_status_unemployed,region_Leeds,region_Liverpool,region_London,region_Manchester,segment_prime,segment_subprime,channel_mobile_app,channel_web
15,59,117663.0,47613.5,785,11577.0,24,9.63,0.4046599185810323,0.09839116799673644,0,0,1,0,1,0,0,0,1,0,0
16,55,134821.0,26845.23,781,26604.0,36,15.19,0.19911757070486052,0.19732830938800336,0,0,0,0,1,0,0,0,1,0,0
18,64,148695.0,67781.87,625,19954.0,24,5.65,0.4558449847002253,0.13419415582232086,0,0,0,0,0,1,0,0,1,0,0
18,64,148695.0,67781.87,625,13961.0,12,17.27,0.4558449847002253,0.09389017788089714,0,0,0,0,0,1,0,0,1,0,0
19,24,125126.0,7113.42,698,3182.0,12,12.34,0.05685005514441443,0.025430366190879593,0,0,0,0,0,0,1,0,0,1,0
19,24,125126.0,7113.42,698,6531.0,36,10.45,0.05685005514441443,0.05219538704985375,0,0,0,0,0,0,1,0,1,0,1
19,24,125126.0,7113.42,698,17374.0,12,7.65,0.05685005514441443,0.13885203714655628,0,0,0,0,0,0,1,0,0,0,0
20,32,60748.0,28241.64,796,16713.0,24,14.79,0.46489826825574504,0.27512016856522026,0,0,1,0,1,0,0,1,0,0,1
20,32,60748.0,28241.64,796,15713.0,12,5.44,0.46489826825574504,0.25865872127477446,1,0,1,0,1,0,0,0,0,0,0
20,32,60748.0,28241.64,796,11518.0,36,16.2,0.46489826825574504,0.18960294989135446,0,0,1,0,1,0,0,0,0,0,1
21,39,67427.0,44564.81,722,19214.0,12,9.88,0.6609341955003188,0.28496003084817656,0,0,1,0,1,0,0,0,0,0,1
22,62,106893.0,54396.19,635,25394.0,24,6.87,0.5088844919686042,0.23756466747120952,0,0,1,0,0,1,0,0,0,0,1
22,62,106893.0,54396.19,635,29243.0,24,9.55,0.5088844919686042,0.27357263805861937,0,0,1,0,0,1,0,1,0,0,1
22,62,106893.0,54396.19,635,11227.0,24,8.65,0.5088844919686042,0.10503026390876859,1,0,1,0,0,1,0,1,0,1,0
23,54,75072.0,21953.65,613,27625.0,12,6.49,0.29243459612105716,0.3679800724637681,1,1,0,1,0,0,0,0,0,0,1
24,21,131824.0,8831.59,785,21170.0,36,11.45,0.06699531193105959,0.16059291176113605,0,0,0,0,0,1,0,1,0,1,0
24,21,131824.0,8831.59,785,7930.0,36,12.2,0.06699531193105959,0.06015596552979731,0,0,0,0,0,1,0,0,0,0,0
25,34,97180.0,37308.36,553,17335.0,36,15.86,0.38390985799547234,0.17838032516978802,0,0,1,0,1,0,0,0,0,0,1
25,34,97180.0,37308.36,553,13522.0,12,11.12,0.38390985799547234,0.13914385676065033,0,0,1,0,1,0,0,0,0,1,0
25,34,97180.0,37308.36,553,13813.0,36,15.1,0.38390985799547234,0.1421383000617411,0,0,1,0,1,0,0,1,0,1,0
28,59,129596.0,40004.18,727,7135.0,36,6.2,0.3086837556714713,0.055055711596036915,0,0,0,0,0,0,1,0,1,1,0
28,59,129596.0,40004.18,727,24370.0,36,11.95,0.3086837556714713,0.18804592734343653,0,0,0,0,0,0,1,0,0,0,0
28,59,129596.0,40004.18,727,2635.0,36,15.29,0.3086837556714713,0.02033241766721195,0,0,0,0,0,0,1,0,0,0,0
29,65,148270.0,23725.64,741,4698.0,36,12.19,0.1600164564645579,0.031685438726647336,0,0,1,0,1,0,0,0,0,0,1
30,22,122112.0,38277.74,802,15201.0,24,5.45,0.31346419680293497,0.12448408018867925,0,1,0,1,0,0,0,0,0,1,0
31,49,42587.0,9604.69,594,9461.0,12,10.22,0.22553103059619134,0.2221569962664663,0,0,1,0,1,0,0,1,0,0,1
33,36,39079.0,775.63,637,5090.0,12,15.19,0.01984774431280227,0.13024898282965275,0,0,0,0,0,0,0,0,1,1,0
33,36,39079.0,775.63,637,11518.0,12,11.46,0.01984774431280227,0.29473630338545,1,0,0,0,0,0,0,1,0,1,0
33,36,39079.0,775.63,637,27073.0,36,16.65,0.01984774431280227,0.6927761713452237,0,0,0,0,0,0,0,0,1,0,0
34,36,26297.0,5174.34,651,8845.0,12,13.46,0.19676541050309923,0.3363501540099631,0,0,1,0,0,0,1,1,0,1,0
34,36,26297.0,5174.34,651,6321.0,36,17.79,0.19676541050309923,0.2403696239114728,0,0,1,0,0,0,1,0,1,0,0
34,36,26297.0,5174.34,651,8324.0,24,7.22,0.19676541050309923,0.3165380081378104,0,0,1,0,0,0,1,1,0,1,0
35,31,131334.0,71575.23,722,10993.0,36,6.65,0.5449862944858148,0.08370262079887919,0,0,1,0,0,0,0,0,0,0,0
35,31,131334.0,71575.23,722,23647.0,12,17.33,0.5449862944858148,0.18005238552088568,0,0,1,0,0,0,0,1,0,1,0
35,31,131334.0,71575.23,722,18726.0,24,14.62,0.5449862944858148,0.1425830325734387,0,0,1,0,0,0,0,1,0,0,0
36,51,112562.0,59612.99,810,15265.0,24,12.54,0.5296013752420888,0.13561415042376646,0,1,0,0,0,0,0,1,0,0,0
36,51,112562.0,59612.99,810,4360.0,36,16.73,0.5296013752420888,0.03873420870275937,0,1,0,0,0,0,0,1,0,1,0
36,51,112562.0,59612.99,810,15390.0,12,17.87,0.5296013752420888,0.1367246495264832,0,1,0,0,0,0,0,0,0,0,1
37,55,46518.0,15176.69,629,3360.0,36,13.99,0.3262541381830689,0.07223010447568683,1,0,1,1,0,0,0,1,0,0,1
38,50,60838.0,17360.51,839,15017.0,12,12.3,0.28535635622472794,0.246835859166968,0,0,0,0,0,0,1,0,1,0,0
39,61,39650.0,20204.61,598,4040.0,36,7.0,0.5095740226986128,0.10189155107187894,1,0,0,0,0,1,0,0,1,1,0
40,28,95515.0,46116.13,782,27383.0,12,14.94,0.4828155787049154,0.2866879547715019,0,1,0,0,0,0,1,0,1,0,0
40,28,95515.0,46116.13,782,23687.0,24,8.03,0.4828155787049154,0.24799246191697638,0,1,0,0,0,0,1,0,1,1,0
40,28,95515.0,46116.13,782,4944.0,36,7.73,0.4828155787049154,0.05176150342878082,0,1,0,0,0,0,1,1,0,0,0
41,32,79116.0,19274.16,841,21111.0,36,6.74,0.24361898983770666,0.266836038222357,0,0,0,0,0,0,1,1,0,0,1
41,32,79116.0,19274.16,841,14314.0,12,9.98,0.24361898983770666,0.18092421254866273,0,0,0,0,0,0,1,1,0,1,0
44,42,101347.0,31441.99,670,6679.0,36,5.34,0.31024095434497323,0.06590229607191135,0,0,1,0,1,0,0,1,0,0,1
44,42,101347.0,31441.99,670,2505.0,12,17.81,0.31024095434497323,0.02471706118582691,0,0,1,0,1,0,0,1,0,0,0
45,60,134785.0,51825.32,593,11282.0,12,5.06,0.38450361687131357,0.08370367622509924,0,0,1,0,0,1,0,0,0,1,0
45,60,134785.0,51825.32,593,6429.0,24,10.36,0.38450361687131357,0.047698185999925806,0,0,1,0,0,1,0,0,0,0,0
46,61,147887.0,52837.68,773,3908.0,36,11.82,0.35728414262240765,0.02642558169413133,0,1,0,1,0,0,0,0,1,1,0
46,61,147887.0,52837.68,773,17105.0,12,12.91,0.35728414262240765,0.11566263430862753,0,1,0,1,0,0,0,1,0,1,0
47,30,42833.0,16176.66,659,11193.0,12,17.25,0.37766815305955687,0.2613172086942311,0,1,0,0,1,0,0,0,1,0,1
47,30,42833.0,16176.66,659,25269.0,12,5.88,0.37766815305955687,0.5899423341815889,0,1,0,0,1,0,0,1,0,1,0
48,58,127652.0,3180.99,600,4506.0,24,16.04,0.02491923354119011,0.03529909441293517,0,1,0,0,0,0,0,0,0,0,1
49,54,83936.0,39096.41,813,20304.0,12,7.9,0.4657883387342738,0.24189858940144873,0,0,0,0,1,0,0,0,1,0,1
49,54,83936.0,39096.41,813,6012.0,12,9.06,0.4657883387342738,0.07162600076248571,0,0,0,0,1,0,0,0,1,0,0
49,54,83936.0,39096.41,813,6142.0,24,6.79,0.4657883387342738,0.07317479984750286,0,0,0,0,1,0,0,0,1,1,0
50,28,66492.0,42896.85,668,3302.0,24,15.57,0.6451430247247789,0.049660109486855564,0,1,0,0,0,1,0,0,1,0,1
51,39,127637.0,6949.21,794,16671.0,12,14.05,0.05444510604291859,0.13061259666084285,0,0,0,0,0,1,0,0,1,0,1
51,39,127637.0,6949.21,794,11299.0,12,5.48,0.05444510604291859,0.0885244874135243,0,0,0,0,0,1,0,1,0,1,0
51,39,127637.0,6949.21,794,26920.0,12,17.87,0.05444510604291859,0.210910629362959,0,0,0,0,0,1,0,1,0,1,0
52,38,79993.0,11876.94,839,11295.0,36,10.58,0.14847474153988474,0.14119985498731139,0,0,1,0,0,0,1,1,0,1,0
53,38,146810.0,31411.13,682,12341.0,12,12.04,0.2139577004291261,0.08406103126490021,0,1,0,0,0,0,1,0,1,1,0
53,38,146810.0,31411.13,682,24077.0,36,17.34,0.2139577004291261,0.16400108984401607,0,1,0,0,0,0,1,0,0,0,1
54,21,86958.0,54824.77,672,7852.0,12,10.1,0.630474136939672,0.09029646496009568,0,1,0,0,0,1,0,0,0,1,0
55,62,66987.0,26849.88,814,10317.0,24,10.78,0.40082224909310765,0.15401495812620358,0,0,0,0,1,0,0,0,1,0,0
56,41,64186.0,19823.17,604,17281.0,12,12.99,0.30883946655033806,0.26923316611098996,0,0,1,1,0,0,0,0,1,1,0
56,41,64186.0,19823.17,604,13699.0,12,15.18,0.30883946655033806,0.21342660393232168,0,0,1,1,0,0,0,0,0,0,1
56,41,64186.0,19823.17,604,15329.0,12,7.09,0.30883946655033806,0.23882154987068832,0,0,1,1,0,0,0,0,1,1,0
57,33,26413.0,5914.39,723,24160.0,12,10.61,0.22391966077310416,0.9147010941581797,0,0,1,0,1,0,0,1,0,1,0
58,30,30682.0,18612.72,842,18094.0,36,8.49,0.6066332051365622,0.5897268756925885,0,0,1,0,1,0,0,0,1,1,0
58,30,30682.0,18612.72,842,12819.0,36,16.67,0.6066332051365622,0.41780196858092694,0,0,1,0,1,0,0,0,1,0,0
59,30,73099.0,872.8,652,4333.0,36,16.69,0.011939971819039932,0.059275776686411576,0,0,1,1,0,0,0,0,1,1,0
59,30,73099.0,872.8,652,3643.0,36,8.1,0.011939971819039932,0.04983652307145105,0,0,1,1,0,0,0,0,1,0,1
60,62,68223.0,973.7,568,6655.0,12,5.11,0.014272312856368088,0.09754774782697917,0,0,1,0,0,0,1,0,1,0,1
60,62,68223.0,973.7,568,8064.0,12,16.5,0.014272312856368088,0.11820060683347258,0,0,1,0,0,0,1,0,0,1,0
60,62,68223.0,973.7,568,14118.0,12,17.0,0.014272312856368088,0.20693900883866145,0,0,1,0,0,0,1,0,0,1,0
62,34,21020.0,2092.99,789,3009.0,36,8.7,0.09957136060894385,0.14314938154138915,0,0,0,0,0,0,1,1,0,0,0
63,34,138224.0,5131.17,622,28225.0,36,8.95,0.03712213508507929,0.20419753443685612,0,0,1,0,1,0,0,1,0,0,0
63,34,138224.0,5131.17,622,23266.0,12,15.58,0.03712213508507929,0.16832098622525754,0,0,1,0,1,0,0,1,0,1,0
63,34,138224.0,5131.17,622,22212.0,24,9.87,0.03712213508507929,0.16069568237064474,0,0,1,0,1,0,0,0,1,0,1
64,36,62635.0,11623.88,703,11594.0,36,13.66,0.18558122455496126,0.1851041749820388,0,0,0,0,1,0,0,0,1,1,0
64,36,62635.0,11623.88,703,16744.0,36,15.31,0.18558122455496126,0.26732657459886644,0,0,0,0,1,0,0,1,0,0,0
65,42,143602.0,5529.14,544,21700.0,12,17.21,0.03850322418907815,0.15111210150276458,0,0,0,0,1,0,0,0,1,1,0
65,42,143602.0,5529.14,544,23388.0,36,9.92,0.03850322418907815,0.16286681243993817,0,0,0,0,1,0,0,0,1,0,0
66,62,85140.0,35114.69,723,20811.0,24,17.02,0.41243469579516095,0.24443269908386187,0,0,0,0,0,0,1,0,0,0,1
66,62,85140.0,35114.69,723,21207.0,12,6.07,0.41243469579516095,0.24908386187455955,0,0,0,0,0,0,1,0,1,0,0
66,62,85140.0,35114.69,723,17180.0,12,12.06,0.41243469579516095,0.20178529480855062,0,0,0,0,0,0,1,0,1,0,0
67,28,41567.0,232.4,667,14145.0,24,14.46,0.005590973608872423,0.34029398320783316,0,1,0,0,0,0,0,1,0,0,1
68,55,135595.0,62228.71,591,10168.0,12,8.38,0.4589307127843947,0.07498801578229286,0,0,1,0,0,0,1,0,1,1,0
69,42,38348.0,18062.38,581,2047.0,24,7.94,0.4710123083342026,0.0533795765098571,0,0,1,0,0,0,1,0,0,0,1
70,43,95233.0,44035.23,651,9066.0,12,15.63,0.4623946531139416,0.09519809309798075,0,1,0,0,0,0,1,1,0,0,1
70,43,95233.0,44035.23,651,8474.0,12,15.73,0.4623946531139416,0.08898176052418805,0,1,0,0,0,0,1,0,0,1,0
70,43,95233.0,44035.23,651,5560.0,12,17.07,0.4623946531139416,0.058383123497107094,0,1,0,0,0,0,1,0,1,1,0
71,44,129219.0,48567.88,616,19211.0,12,15.4,0.3758571107963999,0.14867008721627625,0,0,1,1,0,0,0,0,1,1,0
72,22,46806.0,19870.38,810,10359.0,12,13.95,0.42452634277656714,0.22131777977182412,0,1,0,0,0,1,0,0,0,0,0
72,22,46806.0,19870.38,810,13863.0,24,17.7,0.42452634277656714,0.29617997692603515,0,1,0,0,0,1,0,1,0,0,0
72,22,46806.0,19870.38,810,5854.0,36,17.71,0.42452634277656714,0.1250694355424518,0,1,0,0,0,1,0,1,0,1,0
73,35,74317.0,6889.23,681,29697.0,24,5.21,0.0927005934039318,0.39959901503020845,0,0,0,0,0,0,0,0,1,1,0
73,35,74317.0,6889.23,681,16533.0,12,10.5,0.0927005934039318,0.22246592300550344,0,0,0,0,0,0,0,0,0,1,0
73,35,74317.0,6889.23,681,10948.0,24,7.4,0.0927005934039318,0.14731488084825814,0,0,0,0,0,0,0,0,1,0,0
74,37,137714.0,85469.28,674,5416.0,24,16.96,0.6206288394789201,0.03932788242299258,0,1,0,0,1,0,0,1,0,1,0
74,37,137714.0,85469.28,674,21157.0,24,5.84,0.6206288394789201,0.15362998678420495,1,1,0,0,1,0,0,0,1,0,1
75,41,134615.0,9552.49,710,8436.0,12,17.4,0.0709615570330201,0.06266760762173607,0,1,0,0,1,0,0,0,0,0,0
77,33,77780.0,44299.31,845,25512.0,36,5.58,0.5695462843918745,0.3280020570840833,0,0,1,0,1,0,0,0,0,0,0
77,33,77780.0,44299.31,845,23474.0,24,11.42,0.5695462843918745,0.30179994857289794,0,0,1,0,1,0,0,0,1,1,0
78,45,83225.0,25880.91,665,26121.0,24,10.3,0.3109751877440673,0.31386001802343044,0,1,0,0,0,1,0,0,0,1,0
78,45,83225.0,25880.91,665,6446.0,36,15.83,0.3109751877440673,0.07745268849504355,1,1,0,0,0,1,0,1,0,1,0
79,52,64033.0,19926.26,732,9438.0,12,9.39,0.3111873565192947,0.1473927506129652,0,0,1,0,1,0,0,0,0,0,0
79,52,64033.0,19926.26,732,10164.0,12,8.87,0.3111873565192947,0.1587306545062702,0,0,1,0,1,0,0,0,0,1,0
79,52,64033.0,19926.26,732,19481.0,24,6.87,0.3111873565192947,0.3042337544703512,0,0,1,0,1,0,0,0,0,0,0
82,47,129945.0,8744.94,676,8253.0,12,11.36,0.06729724114048252,0.06351148562853515,0,0,1,0,0,0,0,0,1,0,1
82,47,129945.0,8744.94,676,22543.0,12,16.56,0.06729724114048252,0.17348108815267999,0,0,1,0,0,0,0,0,0,0,1
84,26,127323.0,55279.52,843,15802.0,12,9.85,0.4341675895164267,0.12410954815704939,0,0,0,1,0,0,0,0,0,0,0
85,42,63956.0,30183.6,759,2238.0,36,5.68,0.4719432109575333,0.0349928075551942,0,0,0,0,0,0,1,0,0,0,0
85,42,63956.0,30183.6,759,17796.0,24,14.1,0.4719432109575333,0.2782537994871474,0,0,0,0,0,0,1,1,0,0,1
85,42,63956.0,30183.6,759,10429.0,24,8.49,0.4719432109575333,0.16306523234723871,1,0,0,0,0,0,1,0,0,0,0
87,36,56458.0,25132.82,681,15738.0,24,7.31,0.4451595876580821,0.27875588933366396,0,0,1,0,1,0,0,0,1,0,0
88,60,88869.0,41805.67,773,15135.0,12,9.07,0.4704190437610415,0.1703068561590656,0,0,0,0,1,0,0,0,1,0,1
88,60,88869.0,41805.67,773,2212.0,24,11.69,0.4704190437610415,0.024890569264873014,0,0,0,0,1,0,0,0,0,1,0
88,60,88869.0,41805.67,773,9475.0,24,7.88,0.4704190437610415,0.10661760568927298,0,0,0,0,1,0,0,0,1,1,0
89,55,105227.0,20294.66,558,9947.0,36,14.2,0.19286551930588156,0.09452897070143594,1,0,1,0,0,1,0,0,1,0,1
90,57,133492.0,32168.73,584,27141.0,24,6.83,0.2409787103347017,0.2033155544901567,0,0,0,0,0,1,0,0,0,1,0
90,57,133492.0,32168.73,584,23896.0,36,10.97,0.2409787103347017,0.17900698169178678,0,0,0,0,0,1,0,0,0,0,1
90,57,133492.0,32168.73,584,13875.0,12,15.61,0.2409787103347017,0.10393881281275283,0,0,0,0,0,1,0,1,0,0,1
91,26,50521.0,15584.21,804,15766.0,12,15.88,0.30846994319194,0.3120682488470141,0,0,1,0,0,1,0,0,0,0,1
92,24,100751.0,59027.29,714,16553.0,24,8.21,0.5858729938164385,0.16429613601850104,0,0,1,0,0,1,0,0,0,0,0
93,59,127905.0,59913.51,658,9684.0,24,8.61,0.4684219537938314,0.0757124428286619,0,0,0,0,0,1,0,0,1,0,0
93,59,127905.0,59913.51,658,24866.0,24,17.9,0.4684219537938314,0.19440991360775575,0,0,0,0,0,1,0,0,1,0,0
93,59,127905.0,59913.51,658,23539.0,12,12.61,0.4684219537938314,0.1840350259958563,0,0,0,0,0,1,0,0,0,1,0
94,46,147798.0,28351.19,684,7349.0,24,5.8,0.19182390830728427,0.049723270950892434,0,1,0,0,1,0,0,0,1,1,0
94,46,147798.0,28351.19,684,4836.0,36,8.64,0.19182390830728427,0.03272033451061584,0,1,0,0,1,0,0,0,0,1,0
94,46,147798.0,28351.19,684,19917.0,12,10.51,0.19182390830728427,0.13475825112653758,0,1,0,0,1,0,0,0,1,1,0
95,22,141503.0,40754.39,829,19277.0,12,16.98,0.28801078422365606,0.13623032727221332,0,1,0,0,1,0,0,0,1,0,1
95,22,141503.0,40754.39,829,20793.0,24,13.97,0.28801078422365606,0.14694388104845835,0,1,0,0,1,0,0,0,0,0,1
95,22,141503.0,40754.39,829,25436.0,36,14.43,0.28801078422365606,0.1797559062352035,0,1,0,0,1,0,0,0,1,1,0
96,52,28122.0,13205.8,712,17179.0,36,12.85,0.4695896451177014,0.6108740487874262,0,1,0,0,1,0,0,0,1,0,1
98,39,38716.0,15317.33,712,26402.0,24,10.71,0.39563307159830563,0.6819402830870958,0,1,0,0,0,0,0,0,0,0,0
98,39,38716.0,15317.33,712,14462.0,36,16.68,0.39563307159830563,0.3735406550263457,0,1,0,0,0,0,0,0,1,0,1
99,25,52303.0,21401.29,691,8686.0,12,6.38,0.4091790145880734,0.16607077987878324,0,0,1,0,0,0,0,1,0,0,1
99,25,52303.0,21401.29,691,9801.0,12,15.73,0.4091790145880734,0.18738886870733992,0,0,1,0,0,0,0,0,0,0,0
100,60,30335.0,4481.6,674,10875.0,36,5.75,0.14773693753090492,0.35849678589088513,0,0,1,0,1,0,0,0,0,0,0
100,60,30335.0,4481.6,674,29608.0,12,10.77,0.14773693753090492,0.9760342838305588,0,0,1,0,1,0,0,1,0,1,0
101,21,63037.0,16445.36,788,17223.0,36,6.87,0.2608842425876866,0.27322048955375416,0,0,0,0,0,1,0,1,0,0,1
101,21,63037.0,16445.36,788,26072.0,12,8.46,0.2608842425876866,0.4135983628662532,0,0,0,0,0,1,0,0,1,0,1
101,21,63037.0,16445.36,788,9231.0,24,14.15,0.2608842425876866,0.14643780636768883,0,0,0,0,0,1,0,0,1,1,0
102,58,145896.0,36551.81,754,24023.0,24,7.26,0.2505333251082963,0.16465838679607392,0,1,0,0,0,0,0,0,1,1,0
103,42,71975.0,10407.36,725,14052.0,12,16.74,0.14459687391455367,0.19523445640847517,0,1,0,0,0,0,0,1,0,0,1
103,42,71975.0,10407.36,725,3978.0,24,16.27,0.14459687391455367,0.05526919069121223,0,1,0,0,0,0,0,0,1,0,0
103,42,71975.0,10407.36,725,16682.0,36,11.16,0.14459687391455367,0.23177492184786383,0,1,0,0,0,0,0,0,0,0,0
104,61,90446.0,862.9,527,11857.0,12,14.98,0.009540499303451784,0.13109479689538509,0,1,0,0,1,0,0,0,1,0,1
104,61,90446.0,862.9,527,19173.0,36,12.57,0.009540499303451784,0.21198284058996528,1,1,0,0,1,0,0,1,0,0,0
105,30,83959.0,6569.6,816,23854.0,12,9.11,0.07824771614716708,0.2841148655891566,0,0,1,0,0,0,0,1,0,0,1
105,30,83959.0,6569.6,816,9756.0,36,17.55,0.07824771614716708,0.11619957360140068,0,0,1,0,0,0,0,1,0,0,1
106,32,60619.0,28639.4,564,4668.0,24,6.38,0.472449232088949,0.07700555931308666,0,0,0,1,0,0,0,0,1,0,1
107,50,24618.0,10255.86,757,10745.0,12,9.84,0.41660004874482087,0.4364692501421724,0,1,0,1,0,0,0,0,1,1,0
107,50,24618.0,10255.86,757,13615.0,24,12.4,0.41660004874482087,0.5530506133723292,1,1,0,1,0,0,0,0,1,0,1
108,29,108240.0,16927.47,601,7085.0,12,17.62,0.15638830376940135,0.06545639320029564,0,1,0,0,1,0,0,1,0,1,0
108,29,108240.0,16927.47,601,6002.0,12,17.2,0.15638830376940135,0.055450849963045085,0,1,0,0,1,0,0,0,0,0,1
109,23,49182.0,19393.88,599,15349.0,24,15.31,0.39432881948680415,0.3120857224187711,0,0,0,0,1,0,0,0,1,0,1
110,65,30956.0,17043.69,718,15365.0,24,8.12,0.5505779170435456,0.4963496575784985,0,0,1,0,0,0,1,0,0,0,0
111,31,127662.0,70100.75,656,15752.0,24,14.14,0.5491121085366045,0.12338832228854318,0,0,0,0,0,0,0,0,1,1,0
111,31,127662.0,70100.75,656,2657.0,24,14.59,0.5491121085366045,0.02081277122401341,1,0,0,0,0,0,0,0,0,0,1
111,31,127662.0,70100.75,656,16110.0,36,12.28,0.5491121085366045,0.12619260234055554,0,0,0,0,0,0,0,0,1,0,0
113,46,50440.0,14325.09,683,26782.0,24,6.24,0.2840025773195876,0.5309674861221253,0,0,1,1,0,0,0,0,1,0,0
113,46,50440.0,14325.09,683,6845.0,24,5.78,0.2840025773195876,0.1357057890563045,0,0,1,1,0,0,0,0,0,0,0
114,32,57918.0,3087.94,690,6202.0,36,12.15,0.05331572222797749,0.10708242687938119,0,1,0,0,1,0,0,1,0,0,0
115,63,84311.0,30229.34,622,21360.0,36,13.87,0.3585456227538518,0.25334772449621046,0,0,1,0,0,1,0,0,1,0,1
115,63,84311.0,30229.34,622,18823.0,12,12.28,0.3585456227538518,0.22325675178802293,0,0,1,0,0,1,0,1,0,1,0
115,63,84311.0,30229.34,622,15797.0,24,16.71,0.3585456227538518,0.18736582415105976,0,0,1,0,0,1,0,1,0,0,1
117,47,86091.0,2536.27,780,5577.0,36,16.93,0.029460338479051235,0.06478029062271318,0,0,1,0,1,0,0,1,0,0,1
118,53,28610.0,7448.99,652,19993.0,24,10.01,0.2603631597343586,0.6988116043341489,0,0,0,0,0,1,0,0,0,0,0
119,41,69122.0,45727.11,728,4534.0,12,7.77,0.6615420560747663,0.06559416683545036,0,0,0,0,0,0,1,1,0,0,0
120,38,23176.0,4527.15,592,9425.0,12,14.93,0.1953378494994822,0.40667069382119436,0,0,1,0,0,1,0,1,0,0,1
121,35,135823.0,62702.31,774,26488.0,24,8.25,0.4616472173343248,0.19501851674605922,0,0,0,1,0,0,0,1,0,0,0
121,35,135823.0,62702.31,774,9506.0,36,10.77,0.4616472173343248,0.0699881463375128,0,0,0,1,0,0,0,1,0,0,1
